UsuarioID,Nome,Email,Telefone,DataNascimento,Genero,CidadeID,CEP,Profissao,RendaFamiliar,Fumante,DataCadastro,DataUltimaAtualizacao,Ativo
3714,Marcela Farias,rcavalcante@example.net,+55 (071) 6218-4817,1987-10-16,F,211,57823316,Atleta de tiro com arco,5189.48,0,2024-06-09 03:27:14.905145,2024-09-05 09:55:54.923156,1
3715,Maria Vitória da Mota,fernando98@example.com,(051) 4558-4891,1995-02-13,O,308,61060-466,Jóquei,5544.53,0,2025-05-28 23:19:53.220363,2025-01-27 18:30:38.041022,1
3716,Gabriel Aparecida,montenegromelissa@example.com,+55 21 6617 3474,1953-04-12,M,158,10098773,Timoneiro,1028.34,0,2024-04-18 11:19:01.128857,2025-04-15 18:22:24.462550,1
3717,Stephany Sampaio,monteirobella@example.net,+55 (051) 2199-1431,1961-12-18,F,152,78975-547,Adestrador de animais,3733.89,0,2024-11-26 09:03:08.808394,2024-11-02 09:01:55.181414,1
3718,Sr. Pedro Vieira,murilo80@example.com,11 0970 7102,1975-12-15,F,202,34770-588,Metalúrgico,2287.46,0,2024-11-12 18:36:07.934185,2024-09-27 15:38:05.178860,1
3719,Manuella da Paz,heloisafernandes@example.net,+55 (061) 2349 2509,1993-07-09,M,73,75216076,Político,2051.42,0,2025-05-29 03:18:03.861881,2025-04-12 22:29:49.247412,1
3720,Anthony Monteiro,bcasa-grande@example.net,71 1830 3862,1965-01-29,M,404,84043878,Artista de circo,3945.01,0,2024-11-22 15:50:47.909132,2024-12-06 22:37:12.481887,1
3721,Clara Martins,esterandrade@example.com,81 9818-9993,1963-06-30,M,165,06428459,Conferente de expedição,1254.95,0,2024-08-22 20:31:13.048888,2025-04-26 23:11:19.982046,1
3722,Clarice Moreira,ferreiraenzo@example.org,+55 (031) 8400-7826,2005-06-22,O,190,49350379,Timoneiro,1241.96,0,2025-06-26 14:49:07.216017,2024-08-31 06:26:44.561954,1
3723,Enrico da Rosa,jesuskamilly@example.com,0500-313-2419,1979-03-06,M,440,59357-228,Tecnólogo em papel e celulose,4091.99,0,2023-12-20 22:18:32.663638,2025-03-20 10:55:37.367830,1
3724,Laura Azevedo,davi-luccavasconcelos@example.org,+55 41 0022 5916,2001-11-01,F,235,11207458,Tapeceiro,3804.32,0,2023-10-21 03:54:35.683021,2024-11-11 21:59:01.525540,1
3725,Anthony Gabriel Marques,diashellena@example.net,+55 21 3453-4210,1952-02-05,M,257,26105026,Webmaster,3191.88,0,2025-07-13 06:00:37.815366,2024-10-15 19:17:25.462348,1
3726,Henrique da Paz,manuellaviana@example.org,31 5891 1983,1972-12-03,F,479,73875549,Ombudsman,1919.93,0,2025-02-11 20:52:33.962915,2025-03-13 00:38:12.568582,1
3727,Camila Aragão,maria-sophiamoreira@example.com,+55 71 0305 2703,1961-05-21,M,437,85961-291,Contábil,4323.91,1,2024-11-30 05:05:23.932192,2025-05-02 01:49:18.537358,1
3728,Lorena Abreu,manuellanunes@example.net,+55 61 4184-4043,1987-12-28,F,83,18753413,Pedreiro,4188.72,0,2023-09-20 17:42:12.595673,2025-03-29 21:38:23.602857,1
3729,Maria Ribeiro,henry-gabrielda-paz@example.net,31 0755-4055,1973-05-19,F,228,61384558,Garimpeiro,3110.85,0,2024-11-11 10:09:52.406861,2025-01-29 09:42:54.018408,1
3730,Benicio da Cunha,ana-luizabarros@example.org,(051) 8644 5264,1972-07-17,F,487,05040779,Administrador de banco de dados DBA,1654.64,0,2023-12-17 11:22:59.226071,2025-07-02 15:23:57.243539,1
3731,Luiz Fernando da Paz,ecaldeira@example.org,61 5072 3134,1996-02-20,F,179,19661-256,Cortador de cana-de-açucar,2409.99,0,2023-12-04 02:06:15.685701,2024-12-25 09:58:08.265259,1
3732,Daniela Borges,limamatheus@example.net,+55 51 9162 8844,1992-05-29,M,179,51010-472,Gestor de recursos humanos,4531.99,0,2024-07-18 17:20:35.348644,2025-06-11 04:50:05.447942,1
3733,Sra. Cecília Siqueira,mouraesther@example.net,61 3575-3148,1973-02-22,F,94,39667-659,Cineasta,5788.31,0,2023-12-02 10:05:03.709523,2024-12-25 19:28:12.946543,1
3734,Pedro Pacheco,bernardojesus@example.net,+55 (011) 8102 6233,1993-10-15,M,57,15033047,Controlador de vôo,2531.92,0,2025-06-24 12:03:30.939631,2025-02-03 01:02:27.350145,1
3735,João Vitor Câmara,melissa36@example.net,+55 (084) 2961-9300,2000-04-21,M,356,82818362,Odontopediatra,2631.12,0,2024-07-21 00:00:27.100349,2024-08-26 03:47:38.431240,1
3736,Renan Fogaça,limaluisa@example.org,+55 81 0790 6473,1980-10-24,F,370,84479583,Cientista,2749.45,0,2024-06-10 00:53:56.763883,2024-12-27 00:07:30.681448,1
3737,Matheus Lima,stellagoncalves@example.com,0500-580-0817,1975-09-24,M,485,89939-161,Leão de chácara,3420.17,0,2023-11-09 16:12:17.150995,2025-01-31 21:40:36.386595,1
3738,Beatriz da Luz,julia06@example.com,+55 71 4117-0723,1976-03-25,F,372,94902385,Juiz de futebol,2229.35,0,2025-03-26 04:15:51.251544,2025-02-02 22:01:28.256304,1
3739,Leonardo Cavalcanti,wfreitas@example.net,+55 (041) 8946 6629,1975-06-07,O,116,72997177,Ufólogo,701.28,0,2025-07-03 09:59:28.807382,2024-12-22 06:22:31.630491,1
3740,Maya Rocha,manuela35@example.com,31 1997-8835,1990-07-27,M,19,77956-051,Cambista,5412.06,0,2023-11-24 22:30:09.151342,2025-01-03 04:42:41.604132,1
3741,Sr. Guilherme da Cunha,abreuantonella@example.net,31 4341-7650,1976-12-23,F,494,69161-056,Repositor,7312.53,0,2024-12-29 11:11:44.839699,2024-08-26 02:22:16.410331,1
3742,Oliver Novaes,qmendes@example.org,+55 51 6029 1930,1979-03-22,M,158,64201624,Cancerologista ou Oncologista,2194.7,0,2023-12-02 18:32:55.873294,2025-02-24 23:17:49.642560,1
3743,Kevin das Neves,apollo40@example.org,(084) 1271 9810,1972-03-29,M,147,11194-287,Programador,1748.78,1,2025-04-15 06:52:33.448795,2024-11-08 08:28:08.859953,1
3744,Kaique Nunes,sophia98@example.net,0800 844 6524,2004-07-06,M,446,85378436,Headhunter,2783.46,1,2024-01-26 08:57:44.265536,2025-06-22 14:38:27.711056,1
3745,Nicole Nogueira,alvesvalentina@example.com,51 8265 2343,2006-04-25,O,276,10005570,Químico,2714.19,0,2025-03-23 01:30:55.603391,2024-10-24 02:30:35.676362,1
3746,Marcos Vinicius Viana,sarah72@example.org,+55 (081) 4063 2529,1999-06-01,F,104,07221964,Artesão,4903.77,0,2023-09-14 09:58:43.571138,2025-06-26 13:18:39.126906,1
3747,Aylla Carvalho,maria-vitoria84@example.com,31 6910 3524,1976-03-07,O,439,35529462,Piloto automobilístico,3063.52,1,2025-04-27 20:08:50.569189,2024-10-10 03:35:01.039855,1
3748,Melina Sales,jpires@example.org,+55 51 5447 9958,1975-01-06,O,498,38065-095,Gastrônomo,2005.58,1,2023-09-24 16:39:49.457000,2025-07-28 08:00:19.321601,1
3749,Dr. Ravi Lucca Fogaça,cassianoalicia@example.org,+55 11 8501 2083,1989-07-17,M,45,23770705,Xilógrafo,1541.94,0,2025-07-18 12:40:12.522257,2024-09-10 10:10:52.228407,1
3750,Nina Leão,vieiraallana@example.org,31 9211-6347,1984-06-28,M,422,17672-628,Headhunter,4595.43,0,2024-08-24 14:15:12.251365,2024-12-03 01:41:25.131347,1
3751,Nicole Alves,dante74@example.net,+55 (021) 1654 1838,2007-01-17,F,187,30966-194,Psiquiatra,4022.89,1,2025-03-07 06:37:40.047785,2025-06-23 15:53:23.170951,1
3752,Amanda Vargas,igorguerra@example.com,+55 81 2936-3176,1973-04-21,F,248,84146-994,Urbanista,5065.86,0,2024-06-24 13:25:02.777954,2025-06-19 02:16:45.898405,1
3753,Aurora Sá,moreiraisaac@example.com,+55 31 9730 1411,2003-10-10,M,452,32729-018,Escrivão,1837.03,1,2024-12-26 06:29:35.900206,2024-09-02 02:21:27.104838,1
3754,Kevin Viana,borgescaroline@example.net,+55 41 0949 8990,1981-03-08,M,487,51179920,Estampador de tecidos,7474.25,0,2024-06-23 00:23:57.736622,2025-05-06 05:42:36.157470,1
3755,Théo Freitas,giovanna61@example.org,(071) 6798 5864,1995-03-19,F,125,17575-515,Fisiculturista,1246.57,1,2024-01-29 15:22:28.815176,2025-06-27 03:40:10.124595,1
3756,Yago Nunes,arthur-gabriel47@example.net,0500-079-6184,1945-07-08,F,103,19146511,Vendedor,4250.54,0,2025-04-16 19:13:39.196827,2024-09-17 22:14:16.493878,1
3757,Benjamim Sá,caleb00@example.com,+55 (071) 4211 6334,1962-10-04,M,42,63393476,Carpinteiro,1147.35,0,2025-01-30 13:54:24.738262,2024-12-29 17:11:34.934888,1
3758,Carolina Guerra,ana-julia08@example.net,+55 (081) 1663 3139,1968-01-02,F,267,48076-245,Camelô,2007.88,1,2024-03-04 15:10:43.414939,2024-12-28 05:25:52.994491,1
3759,Alana Martins,jose-pedropires@example.com,+55 (084) 3736-1798,1998-07-29,F,7,43850-875,Escultor,6506.2,0,2025-06-03 06:09:42.917745,2025-05-11 00:02:13.235158,1
3760,Natália Aragão,guerrabreno@example.net,(021) 4899 8358,1983-03-19,F,195,09418-150,Instrumentador cirúrgico,4517.36,0,2024-03-17 08:06:30.907830,2025-02-25 23:00:11.908225,1
3761,Benjamin da Mata,mdas-neves@example.com,(084) 4485-3124,2006-10-06,M,37,75908535,Meteorologista,2268.54,1,2024-05-13 07:14:02.345469,2025-06-06 14:00:14.937061,1
3762,Bianca Farias,brendalopes@example.net,+55 (084) 7591 6489,1965-06-14,F,192,04502-814,Berçarista,2299.81,0,2024-08-20 10:14:14.828845,2024-10-27 06:54:39.013463,1
3763,Aylla da Rocha,natalia03@example.net,(061) 0464-0014,2000-09-04,M,19,99605-233,Epidemiólogo,3134.77,0,2025-02-07 16:36:55.593509,2024-08-22 13:25:09.567091,1
3764,Rafaela Sales,jcunha@example.org,0900 133 7094,1956-11-28,M,406,20297-893,Fisiculturista,3854.78,0,2024-03-03 17:43:35.909532,2024-08-13 01:09:40.728472,1
3765,Sr. Davi Sousa,fda-rocha@example.org,(061) 2621-6315,2001-07-11,F,101,09088328,Vistoriador de sinistros,5573.56,0,2025-04-02 00:46:09.152597,2024-09-09 09:25:47.799528,1
3766,Sophia Sousa,ana-juliafonseca@example.com,(061) 7615-7435,1969-07-29,F,154,51299-936,Ceramista,2372.94,0,2023-11-25 21:47:02.686489,2024-11-11 15:16:18.668954,1
3767,Srta. Gabrielly Moreira,mendoncabreno@example.net,(061) 1364 9301,1981-04-03,M,428,52049-924,Cobrador de pedágio,1331.56,1,2024-07-20 08:37:34.984843,2024-12-02 18:24:15.590519,1
3768,Thales Carvalho,ravyferreira@example.org,51 9452 9672,2005-12-22,F,359,33800582,Profissional de relações internacionais,3224.34,0,2024-01-14 02:46:03.975631,2025-02-21 14:00:45.671863,1
3769,Eduardo da Rosa,leo44@example.net,(041) 3470 1492,1977-09-04,F,107,60100443,Atleta de canoagem,2371.52,0,2023-08-05 08:31:40.468048,2025-02-02 05:06:56.196526,1
3770,Luana Silveira,sguerra@example.org,(041) 9102-6974,1946-05-02,F,35,52952-748,Atendente,1555.7,0,2024-06-21 06:45:14.773062,2024-09-11 08:29:12.204533,1
3771,Ryan Pinto,vargasbruno@example.net,+55 (011) 8906-6904,1955-05-24,F,342,12472-019,Cirurgião dentista,3459.34,1,2024-05-11 10:53:53.309443,2024-10-16 00:36:30.401179,1
3772,Srta. Bruna Azevedo,da-luzeduarda@example.org,81 3643 0449,1947-09-02,F,187,44042426,Gestor de tecnologia da informação,2679.65,0,2024-01-28 05:13:22.075029,2025-03-05 23:46:38.591078,1
3773,Eduardo Pereira,da-mataisis@example.net,(061) 9697-7157,1996-11-04,F,369,06689440,Ator,3474.67,1,2024-05-09 00:51:05.418721,2024-11-10 00:25:44.415341,1
3774,Vicente Brito,omonteiro@example.org,51 0670 0128,1999-01-17,M,213,09234-914,Tosador,1906.03,1,2025-02-28 09:29:40.142624,2024-08-30 14:45:33.461655,1
3775,Gustavo Caldeira,gustavo-henrique40@example.net,+55 (031) 0243 1810,1983-05-26,M,164,73584868,Corredor de atletismo,3802.28,0,2024-04-24 23:40:42.862089,2024-11-25 22:36:35.099548,1
3776,Amanda Montenegro,vcamargo@example.com,+55 (021) 9825 3343,1948-02-12,M,216,63557-585,Imunologista,1542.95,0,2024-05-18 22:49:49.580209,2025-01-24 10:23:10.750583,1
3777,Maria Júlia Araújo,nunesmilena@example.com,71 5947 0281,2004-10-24,F,359,70325966,Diretor de cinema,1970.68,0,2025-06-13 01:38:46.952720,2024-09-29 05:57:23.530072,1
3778,Kaique Guerra,diogomonteiro@example.org,81 2365 9567,1954-07-03,F,444,34598786,Farmacêutico,2640.02,0,2024-09-02 11:35:44.041134,2025-03-27 06:45:01.807577,1
3779,Ester da Costa,goncalvesjoana@example.net,0900-971-4685,1981-12-10,M,26,15742-178,Técnico em higiene dentária,7121.75,0,2024-03-10 21:42:03.147083,2024-08-14 19:42:50.896641,1
3780,Joana Pimenta,camaraarthur-miguel@example.org,(041) 4945-2882,1984-04-22,M,248,31730714,Odontopediatra,4413.45,1,2025-05-23 07:32:31.635205,2025-01-13 06:05:05.468606,1
3781,Maysa Ribeiro,gabrielly91@example.net,(051) 0833 6780,1996-05-22,F,17,90289117,Tecnólogo em automação industrial,5108.17,0,2025-01-15 07:58:11.458160,2025-07-19 17:36:45.695254,1
3782,Camila Lopes,isisbrito@example.com,0300 227 3558,1962-01-15,M,224,27286-733,Corregedor de justiça,6054.39,0,2025-04-09 23:09:35.265081,2024-12-19 13:19:57.346729,1
3783,Antônio Cirino,britogiovanna@example.com,(051) 9772-9898,1989-09-11,F,436,38873-936,Engenheiro agrônomo,18059.3,0,2024-02-21 03:05:17.309812,2024-11-17 02:48:12.314279,1
3784,Isaque Cavalcante,vicente66@example.org,(031) 2569-3746,1986-01-12,M,172,04847633,Engenheiro de telecomunicações,3043.59,0,2023-10-31 09:07:07.737216,2025-05-07 17:45:24.588803,1
3785,Ísis Costa,luna31@example.org,71 6398-4055,1989-10-19,F,465,78301-764,Locutor,6064.46,0,2023-09-20 07:35:18.030227,2024-10-11 21:43:05.134547,1
3786,Pietra da Rocha,pedro-lucas61@example.org,+55 (084) 7285-8393,1960-07-01,O,298,85197192,Faxineiro,4945.92,0,2024-06-20 01:39:21.117626,2025-07-25 09:47:00.130318,1
3787,Carlos Eduardo Pastor,lguerra@example.net,+55 11 3403 6073,1994-10-20,M,466,71403-878,Esteticista,4905.03,0,2024-11-29 20:27:46.902516,2025-06-09 21:25:52.029339,1
3788,Maria Eduarda Rios,lgoncalves@example.org,(084) 7150-6138,1953-07-04,F,365,86315842,Engenheiro de projetos,7238.14,1,2025-07-10 00:48:05.725188,2025-03-02 22:14:24.507609,1
3789,Matteo Gomes,melina94@example.com,+55 (071) 6490 0288,1970-03-14,M,52,81742-659,Contador,2417.15,0,2024-04-19 15:38:14.975022,2025-01-31 17:40:45.455431,1
3790,Srta. Nicole Leão,emanuella08@example.org,+55 (011) 7338 3040,1952-01-16,F,111,82288038,Operador de vídeo,2323.1,1,2023-12-29 19:48:19.227330,2025-04-28 19:50:03.467558,1
3791,Clara Alves,dcampos@example.org,(021) 7941 6123,1959-08-12,F,189,90861-078,Engenheiro metalúrgico,3497.78,0,2024-09-01 11:20:00.021125,2024-12-08 15:32:02.007160,1
3792,Raul Campos,felipeteixeira@example.com,81 5289 3933,1992-09-27,M,83,26321-499,Agente de defesa sanitária animal,2720.72,1,2024-05-10 23:10:58.330621,2024-12-22 11:00:40.660402,1
3793,Maria Julia Albuquerque,bbrito@example.org,(061) 7574 4582,1946-10-25,F,234,03175-735,Enfermeiro,3495.57,1,2025-05-06 04:47:07.506901,2024-12-11 17:52:15.092821,1
3794,Liz Andrade,luiz-felipe61@example.com,11 7423 7720,1986-08-02,F,225,66083246,Assistente de produção,6511.82,0,2024-06-19 05:05:44.016984,2024-10-29 11:28:40.534997,1
3795,Melina Aparecida,manuela16@example.com,+55 71 3934-5303,1966-05-02,M,478,28857-840,Tenente,2347.08,0,2024-05-26 07:57:47.882170,2025-01-04 18:03:52.160238,1
3796,Sr. Ravi Lucca Silveira,da-luzvinicius@example.org,0800-519-4687,1972-06-10,M,205,23796274,Médico nuclear,2559.74,0,2023-10-26 20:34:43.862503,2024-11-27 03:58:37.526196,1
3797,Kamilly Albuquerque,leo64@example.com,51 7139 5038,1978-11-15,F,377,53896749,Dançarino,3252.42,0,2025-05-08 16:16:14.333260,2025-04-02 08:16:57.262503,1
3798,Luiz Henrique Montenegro,melissa29@example.com,21 4336 6581,1958-10-15,F,471,63687-159,Psicólogo,2659.36,0,2024-03-19 11:51:57.686506,2024-08-18 15:30:15.413615,1
3799,Giovanna Ferreira,emilly41@example.net,0800-320-9667,1962-09-12,F,433,26738-999,Triatleta,1144.81,0,2023-12-09 00:21:10.700391,2025-06-26 15:38:29.905676,1
3800,Dra. Maria Julia Moraes,camaramaria-fernanda@example.net,+55 (061) 1625-6857,2005-01-16,F,99,83183-979,Capelão,2230.4,0,2023-11-16 02:29:45.406955,2025-06-19 11:03:06.532777,1
3801,Erick Rezende,da-cunhanatalia@example.com,61 8434-7585,1976-04-02,F,235,62750800,Cinematográfo,4203.56,0,2023-12-13 10:28:34.150806,2025-02-05 14:56:02.537774,1
3802,Luiz Gustavo Rezende,bcarvalho@example.net,+55 (011) 8086 1057,1972-03-23,M,165,90406546,Office-boy,6116.67,0,2023-10-22 06:22:37.174907,2025-01-19 08:23:49.054057,1
3803,Dra. Maitê Marques,agathacorreia@example.com,+55 (021) 6528-4615,1993-06-30,F,190,13579443,Tecnólogo em papel e celulose,1673.53,0,2024-09-23 13:46:41.051690,2025-06-30 09:18:08.056588,1
3804,Srta. Lara Viana,heloisaduarte@example.net,0800 654 3910,1985-12-24,O,172,32832-243,Faturista,1669.63,0,2025-02-17 17:42:21.079017,2025-05-03 16:22:54.642911,1
3805,Liz Gonçalves,ana-liviacavalcanti@example.com,11 1065 6886,1958-09-18,F,402,06881805,Prático,3026.36,0,2023-12-31 17:53:55.351640,2024-12-16 13:07:02.761688,1
3806,Rodrigo Garcia,tabreu@example.com,(031) 3822-6559,1944-09-14,M,216,76730801,Dialoguista,1055.96,0,2025-04-15 11:52:33.020532,2025-01-04 12:57:09.385085,1
3807,Emilly Oliveira,isaque46@example.com,0300-933-1299,1966-03-18,M,248,93843-920,Manobrista,2386.34,1,2023-09-02 12:26:21.604170,2025-01-16 12:42:23.470057,1
3808,Dra. Valentina da Luz,andre26@example.net,+55 51 1523 0051,2005-05-15,M,491,93808770,DJ,1251.35,0,2024-11-27 03:12:46.478463,2025-02-28 12:45:53.031849,1
3809,Lorenzo Pastor,correiaclarice@example.org,(011) 6523-4319,1969-01-11,M,31,13652-409,Bóia-fria,5910.77,0,2024-02-04 18:43:48.072557,2025-04-15 02:54:28.421792,1
3810,Marcela Pacheco,leonardo55@example.com,+55 84 6574-9981,1967-03-01,M,233,06817485,Aeromoça,2029.07,0,2024-03-27 12:42:58.418596,2025-02-03 21:17:47.131894,1
3811,Maria Luiza Azevedo,jborges@example.org,84 4846 2431,1996-12-19,F,372,84017156,Chaveiro,6811.84,1,2025-06-12 14:29:24.040114,2024-11-12 00:37:20.421678,1
3812,Arthur Siqueira,lorenasilveira@example.org,(021) 3560 3411,1950-04-13,F,75,87577-264,Retificador,5201.8,0,2024-10-31 20:32:21.204940,2025-05-23 20:10:55.648095,1
3813,Igor Brito,costelasophie@example.com,+55 84 6259-5412,1996-12-14,M,290,16775682,Panificador/Padeiro,2157.79,1,2023-12-18 08:13:16.073364,2025-02-20 08:31:52.204126,1
3814,Bianca Monteiro,saleseloah@example.com,21 0949-3055,1945-05-15,F,115,73944612,Taxidermista/Embalsamador,1744.15,0,2023-08-06 07:32:50.631852,2025-07-06 19:16:51.409443,1
3815,Olívia Duarte,albuquerqueclarice@example.com,+55 11 4009-4674,1980-10-15,M,426,93949-915,Terapeuta ocupacional,2706.0,0,2023-08-08 22:52:38.398335,2024-12-10 08:28:29.486372,1
3816,Isaac Caldeira,eloavargas@example.org,51 0411 4575,1947-02-21,M,153,70629656,Embaixador,2828.99,0,2024-12-24 21:54:09.856510,2024-08-09 14:48:26.346777,1
3817,Matheus Sá,afernandes@example.com,+55 11 3951-5746,1980-05-17,M,154,50381393,Jogador de boliche,3544.22,0,2024-08-26 07:39:54.096685,2025-02-03 15:23:11.704730,1
3818,Ana Luiza Araújo,gnogueira@example.net,+55 (031) 6780 8312,1977-07-24,F,283,05458-849,Corredor de atletismo,2021.77,0,2025-01-28 22:57:09.695619,2024-12-09 13:01:50.563330,1
3819,Isis Camargo,moraesyan@example.net,+55 61 6530-7229,2007-06-05,M,88,26235314,Profissional de linguística,4329.46,1,2024-11-25 12:02:39.397098,2025-01-20 15:57:36.517129,1
3820,Brayan Macedo,apollomacedo@example.org,0500 552 1572,1956-12-28,M,133,13604998,Dentista,3403.86,0,2025-02-10 07:43:30.684373,2025-05-05 14:17:33.811752,1
3821,Sr. Erick Duarte,jbarbosa@example.com,+55 31 1488-9755,2006-04-30,M,198,57485991,Empacotador,2514.43,0,2025-05-21 02:59:47.300081,2024-11-26 22:06:15.220927,1
3822,Rael Garcia,noahdas-neves@example.org,21 9684 1389,1949-12-11,F,168,94985841,Alpinista,2088.04,0,2023-11-08 17:35:00.814020,2025-03-15 07:52:51.664543,1
3823,Guilherme Costa,otaviomendonca@example.net,+55 81 8887 5699,2000-01-09,M,249,35549733,Neurologista,2717.74,1,2023-08-07 19:48:38.155248,2024-09-22 12:07:57.296028,1
3824,Samuel Macedo,siqueiratheo@example.org,0800-085-6920,1944-09-24,F,283,71436354,Agrimensor,1981.38,0,2025-02-24 03:13:55.944930,2025-01-16 03:51:02.504958,1
3825,Laura Câmara,kmelo@example.com,+55 (021) 8352-8767,1974-01-27,F,269,87615-064,Auxiliar de reprografia,3069.34,0,2023-11-09 17:51:22.561864,2024-10-18 15:57:29.028577,1
3826,Enrico Lopes,ryancassiano@example.com,(071) 6673 1584,1970-08-09,F,308,57357-270,Agricultor,3111.06,0,2025-06-05 19:53:01.896055,2025-04-27 05:35:58.315687,1
3827,Evelyn Borges,manuelamachado@example.net,+55 71 7147 9685,1986-07-15,O,144,82187236,Arrumadeira,3397.7,1,2024-12-03 03:11:52.614176,2024-08-12 21:09:07.683933,1
3828,Amanda Pires,smacedo@example.com,+55 21 9907 6515,2002-04-05,M,63,20882698,Profissional de relacionamento com investidores RI,7209.26,0,2025-05-21 12:55:53.196222,2025-07-23 03:00:40.625303,1
3829,Aylla Costela,natalia81@example.net,+55 (011) 0350-8368,1973-03-03,M,366,36949-044,Fonoaudiólogo,2789.95,0,2023-09-29 09:03:50.781979,2025-04-21 01:50:07.802944,1
3830,Davi Miguel Abreu,helena87@example.net,81 0678 4496,1980-12-10,F,413,87927-477,Musicoterapeuta,4926.08,0,2023-08-23 13:47:02.395191,2025-04-04 02:52:39.868027,1
3831,Dr. Yago Barbosa,ssa@example.net,+55 71 1135-8927,1956-11-15,F,123,22147-160,Estoquista,3343.57,0,2025-06-07 22:24:01.976633,2025-07-08 22:08:12.010897,1
3832,Sr. Vinícius Monteiro,amandada-mata@example.net,+55 (011) 0698 2192,1972-02-11,F,193,52302-961,Capataz,2646.19,0,2023-10-04 15:27:58.810842,2024-08-25 22:17:49.522995,1
3833,Gustavo Henrique Oliveira,diogocosta@example.com,0500-024-5076,1954-06-03,F,237,37922680,Cambista,2808.54,0,2023-12-16 09:09:37.994705,2025-06-23 07:22:21.133244,1
3834,Sarah Fogaça,oferreira@example.com,+55 (061) 4864-4998,1990-02-06,F,252,67710000,Educador integrado à saúde pública,2894.56,0,2025-07-17 04:04:44.671640,2024-11-22 14:26:07.686763,1
3835,Sr. Bernardo Macedo,isisjesus@example.net,+55 51 5951 7743,1968-09-25,O,312,55495-731,Necromaquiador,3428.52,0,2024-12-24 09:57:13.538785,2024-08-28 06:07:09.749986,1
3836,Maria Flor Barbosa,anthony53@example.com,(011) 0219 7020,1963-04-05,O,20,46027868,Gestor de qualidade,1845.19,0,2024-01-06 11:21:38.512365,2024-09-09 14:33:48.949446,1
3837,Anna Liz Cardoso,pmacedo@example.net,84 3483 2348,1979-01-16,F,344,02170764,Tecnólogo em automação industrial,1432.72,0,2025-04-27 05:01:05.628300,2025-05-24 06:32:46.367948,1
3838,Letícia Brito,marceloandrade@example.org,(011) 3415-2138,1996-12-13,M,31,92723-300,Técnico em óptica,4134.61,0,2025-04-17 03:53:03.537834,2025-04-16 19:30:44.769688,1
3839,Theo da Conceição,goncalvesjosue@example.net,84 7417 1448,1996-11-03,F,224,11786732,Matemático,4670.69,0,2024-08-06 18:44:06.430610,2025-05-17 16:57:18.004611,1
